Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Pista joc,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
224073,"AEE Institut Jaume Balmes ""B""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-12-11,2025-12-11,,0,Nivell D,Institut Jaume Balmes,8,VOLEIBOL,PREALEVÍ,MIXT,Divendres,19:15 h,,VOLEIBOL PREALEVÍ MIXT GRUP 03 1a FASE CEEB,ainaea14@gmail.com
224072,"AEE Institut Jaume Balmes ""A""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,AEE Institut Jaume Balmes,Genèrica,Tramitada,,2025-12-11,2025-12-11,,0,Nivell D,Institut Jaume Balmes,8,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:00 h,,VOLEIBOL PREALEVÍ MIXT GRUP 04 1a FASE CEEB,ainaea14@gmail.com
224067,"Escola Regina Carmeli ""A""",BÀSQUET PREBENJAMÍ FEMENÍ 2ª FASE CEEB,,Escola Regina Carmeli,Genèrica,Tramitada,,2025-12-12,2025-12-11,,1,Nivell E,Escola Regina Carmeli,Indiferent,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,jordidominguez@reginahorta.com
224066,CE Handbol BCN-Sants-Ubae Vermell,HANDBOL PREALEVÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,PREALEVÍ,MIXT,Dissabte,09:00 h,,HANDBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,handbolbcnsants@gmail.com
224065,CE Handbol BCN-Sants-Ubae Negre,HANDBOL PREALEVÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,PREALEVÍ,MIXT,Dissabte,09:00 h,,HANDBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,handbolbcnsants@gmail.com
224064,CE Handbol BCN-Sants-Ubae Vermell,HANDBOL BENJAMÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,,HANDBOL BENJAMÍ MIXT GRUP 02 1a FASE CEEB,handbolbcnsants@gmail.com
224063,CE Handbol BCN-Sants-Ubae Negre,HANDBOL BENJAMÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,,"HANDBOL BENJAMÍ MIXT COPA CEEB 25-26, HANDBOL BENJAMÍ MIXT GRUP 01 1a FASE CEEB",handbolbcnsants@gmail.com
224062,CE Handbol BCN-Sants-Ubae,HANDBOL PREBENJAMÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,PREBENJAMÍ,MIXT,Dissabte,09:00 h,,HANDBOL PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,handbolbcnsants@gmail.com
224061,"CE Handbol BCN-Sants-Ubae ""Negre""",HANDBOL ALEVÍ MIXT 2ª FASE CEEB,,CE Handbol BCN-Sants-Ubae,Genèrica,Tramitada,,2025-12-11,2025-12-11,,1,Nivell A,CEM l'Espanya Industrial,,HANDBOL,ALEVÍ,MIXT,Dissabte,09:00 h,,HANDBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB,handbolbcnsants@gmail.com
224056,"AEFS Arrels ""A""",VOLEIBOL INFANTIL MIXT 2ª FASE CEEB,,AEFS Arrels,Genèrica,Tramitada,,2025-12-10,2025-12-10,,0,Nivell E,Institut Princep de Viana - Escola Pegaso,5,VOLEIBOL,INFANTIL,MIXT,Dissabte,09:00 h,,VOLEIBOL INFANTIL MIXT GRUP 04 1a FASE CEEB,coordinacio.arrels@gmail.com
224055,"Col·legi Jesus Maria Sant Andreu (Valors IPP) ""B""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Col·legi Jesus Maria Sant Andreu (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-12-10,,1,Nivell B,Col·legi Jesús Maria Sant Andreu,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 05 1a FASE CEEB,azbonifasi@somvalors.com
224054,"AEFS Arrels ""B""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,AEFS Arrels,Genèrica,Tramitada,,2025-12-10,2025-12-10,,0,Nivell E,Institut Princep de Viana - Escola Pegaso,5,VOLEIBOL,CADET,FEMENI,Dissabte,10:15 h,,VOLEIBOL CADET FEMENÍ GRUP 09 1a FASE CEEB,coordinacio.arrels@gmail.com
224053,"AEFS Arrels ""A""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,AEFS Arrels,Genèrica,Tramitada,,2025-12-10,2025-12-10,,0,Nivell E,Institut Princep de Viana - Escola Pegaso,4,VOLEIBOL,ALEVÍ,MIXT,Dissabte,11:45 h,,VOLEIBOL ALEVÍ MIXT GRUP 07 1a FASE CEEB,coordinacio.arrels@gmail.com
224052,"AEFS Arrels ""A""",VOLEIBOL CADET MIXT 2ª FASE CEEB,,AEFS Arrels,Genèrica,Tramitada,,2025-12-10,2025-12-10,,0,Nivell C,Institut Princep de Viana - Escola Pegaso,4,VOLEIBOL,CADET,MIXT,Dissabte,13:15 h,,VOLEIBOL CADET MIXT GRUP 02 1a FASE CEEB,coordinacio.arrels@gmail.com
224051,"AE Les Corts-UBAE ""B""",FUTBOL 5 CADET FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,CADET,FEMENÍ,Divendres,20:30 h,,FUTBOL 5 CADET FEMENÍ GRUP 01 1a FASE CEEB,futbolsala@aelescorts.cat
224050,AE Les Corts-UBAE A,FUTBOL 5 CADET FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,CADET,FEMENÍ,Divendres,20:30 h,,FUTBOL 5 CADET FEMENÍ GRUP 02 1a FASE CEEB,futbolsala@aelescorts.cat
224049,AE Les Corts-UBAE A,FUTBOL 5 INFANTIL FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,INFANTIL,FEMENÍ,Dissabte,10:00 h,,FUTBOL 5 INFANTIL FEMENÍ GRUP 02 1a FASE CEEB,futbolsala@aelescorts.cat
224048,AE Les Corts-UBAE A,FUTBOL 5 ALEVÍ FEMENÍ 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,ALEVÍ,FEMENÍ,Dissabte,10:00 h,,FUTBOL 5 ALEVÍ FEMENÍ GRUP 01 1a FASE CEEB,futbolsala@aelescorts.cat
224047,"AE Les Corts-UBAE ""B""",FUTBOL 5 JUVENIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,JUVENIL,MIXT,Divendres,21:15 h,,FUTBOL 5 JUVENIL MIXT GRUP 01 1a FASE CEEB,futbolsala@aelescorts.cat
224046,AE Les Corts-UBAE A,FUTBOL 5 JUVENIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,JUVENIL,MIXT,Divendres,21:15 h,,FUTBOL 5 JUVENIL MIXT GRUP 05 1a FASE CEEB,futbolsala@aelescorts.cat
224045,AE Les Corts-UBAE A,FUTBOL 5 CADET MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,CADET,MIXT,Dissabte,11:00 h,,FUTBOL 5 CADET MIXT GRUP 07 1a FASE CEEB,futbolsala@aelescorts.cat
224044,AE Les Corts-UBAE B,FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,INFANTIL,MIXT,Divendres,20:15 h,,FUTBOL 5 INFANTIL MIXT GRUP 06 1a FASE CEEB,futbolsala@aelescorts.cat
224043,AE Les Corts-UBAE A,FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,INFANTIL,MIXT,Divendres,20:15 h,,FUTBOL 5 INFANTIL MIXT GRUP 02 1a FASE CEEB,futbolsala@aelescorts.cat
224042,"AE Les Corts-UBAE ""D""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Duran i Bas,8,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:30 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 04 1a FASE CEEB,futbolsala@aelescorts.cat
224041,"AE Les Corts-UBAE ""C""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Duran i Bas,4,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:30 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 06 1a FASE CEEB,futbolsala@aelescorts.cat
224040,AE Les Corts-UBAE B,FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:15 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 01 1a FASE CEEB,futbolsala@aelescorts.cat
224039,AE Les Corts-UBAE A,FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:15 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 05 1a FASE CEEB,futbolsala@aelescorts.cat
224038,AE Les Corts-UBAE C,FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Barcelona,8,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:45 h,,FUTBOL 5 ALEVÍ MIXT GRUP 09 1a FASE CEEB,futbolsala@aelescorts.cat
224037,AE Les Corts-UBAE B,FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,ALEVÍ,MIXT,Dissabte,09:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 10 1a FASE CEEB,futbolsala@aelescorts.cat
224036,AE Les Corts-UBAE A,FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Barcelona,4,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:45 h,,FUTBOL 5 ALEVÍ MIXT GRUP 01 1a FASE CEEB,futbolsala@aelescorts.cat
224035,AE Les Corts-UBAE B,FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Barcelona,8,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:45 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 07 1a FASE CEEB,futbolsala@aelescorts.cat
224034,AE Les Corts-UBAE A,FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,8,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:15 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 06 1a FASE CEEB,futbolsala@aelescorts.cat
224033,AE Les Corts-UBAE C,FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,09:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 06 1a FASE CEEB,futbolsala@aelescorts.cat
224032,AE Les Corts-UBAE B,FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Barcelona,4,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:45 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 17 1a FASE CEEB,futbolsala@aelescorts.cat
224031,AE Les Corts-UBAE A,FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 05 1a FASE CEEB,futbolsala@aelescorts.cat
224030,"AE Les Corts-UBAE ""B""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,CEM Les Corts,4,FUTBOL 5,PREBENJAMÍ,MIXT,Dissabte,11:00 h,,,futbolsala@aelescorts.cat
224029,AE Les Corts-UBAE A,FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,AE Les Corts-UBAE,Genèrica,Tramitada,,2025-12-14,2025-12-10,,1,Nivell E,Escola Barcelona,8,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 08 1a FASE CEEB,futbolsala@aelescorts.cat
224028,Escola Vila Olímpica,BÀSQUET PREALEVÍ MIXT 2ª FASE CEEB,,CB Grup Barna,Genèrica,Tramitada,,2025-12-10,2025-12-10,,1,Nivell C,Escola Vila Olimpica,Casa,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:15 h,,BÀSQUET PREALEVÍ MIXT GRUP 03 1a FASE CEEB,cbgrupbarna@gmail.com
224027,"Esportiu Maristes Sant Joan ""Vermell""",FUTBOL 5 LLIGA JOVE FEMENÍ 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell B,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,,FUTBOL 5 LLIGA JOVE FEMENÍ GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224026,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 CADET MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,CADET,MIXT,Divendres,21:00 h,,FUTBOL 5 CADET MIXT GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224025,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 INFANTIL MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell E,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,INFANTIL,MIXT,Divendres,20:00 h,,FUTBOL 5 INFANTIL MIXT GRUP 04 1a FASE CEEB,cemsantjoan@gmail.com
224024,"Col·legi Sant Josep ""A""",FUTBOL 5 MENUTS|MENUDES MIXT 2ª FASE CEEB,,Col·legi Sant Josep,Genèrica,Facturada,,,2025-12-10,,1,Nivell E,Col·legi Sant Josep Gràcia,Casa,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,,,extraescolars@santjosepgracia.org
224023,"Esportiu Maristes Sant Joan ""Blau""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell B,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224022,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 PREINFANTIL MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell B,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,PREINFANTIL,MIXT,Divendres,20:00 h,,FUTBOL 5 PREINFANTIL MIXT GRUP 07 1a FASE CEEB,cemsantjoan@gmail.com
224021,"Esportiu Maristes Sant Joan ""Vermell""",FUTBOL 5 PREINFANTIL FEMENÍ 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell B,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,PREINFANTIL,FEMENÍ,Divendres,20:00 h,,FUTBOL 5 ALEVÍ FEMENÍ GRUP 02 1a FASE CEEB,cemsantjoan@gmail.com
224020,"Esportiu Maristes Sant Joan ""Blau""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 08 1a FASE CEEB,cemsantjoan@gmail.com
224019,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 ALEVÍ MIXT GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224018,"Esportiu Maristes Sant Joan ""Blau""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell E,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 12 1a FASE CEEB,cemsantjoan@gmail.com
224017,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 PREALEVÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell E,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,,FUTBOL 5 PREALEVÍ MIXT GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224016,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 04 1a FASE CEEB,cemsantjoan@gmail.com
224015,"Esportiu Maristes Sant Joan ""Blau""",FUTBOL 5 BENJAMÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell E,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 BENJAMÍ MIXT GRUP 03 1a FASE CEEB,cemsantjoan@gmail.com
224014,"Esportiu Maristes Sant Joan ""Blau""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),7,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 01 1a FASE CEEB,cemsantjoan@gmail.com
224013,"Esportiu Maristes Sant Joan ""Negre""",FUTBOL 5 PREBENJAMÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),3,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,FUTBOL 5 PREBENJAMÍ MIXT GRUP 13 1a FASE CEEB,cemsantjoan@gmail.com
224012,"Esportiu Maristes Sant Joan ""A""",HOQUEI PATINS ALEVÍ MIXT 2ª FASE CEEB,,Esportiu Maristes Sant Joan,Genèrica,Facturada,,,2025-12-10,,1,Nivell C,Esportiu Maristes Sant Joan (entrada C. València),1,HOQUEI PATINS,ALEVÍ,MIXT,Dissabte,09:00 h,,HOQUEI PATINS ALEVÍ MIXT GRUP 01 1a FASE CEEB,maristeshoquei@gmail.com
224011,"Escola Orlandai ""A""",VOLEIBOL LLIGA JOVE MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,SÈNIOR,MIXT,Divendres,21:00 h,,VOLEIBOL LLIGA JOVE MIXT GRUP 01 1a FASE CEEB,rabellajr1@gmail.com
224010,"Escola Orlandai ""B""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,PREALEVÍ,MIXT,Divendres,18:15 h,,VOLEIBOL PREALEVÍ MIXT GRUP 02 1a FASE CEEB,polcanosav@gmail.com
224009,"Escola Orlandai ""A""",VOLEIBOL JUVENIL FEMENÍ 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,JUVENIL,FEMENI,Dissabte,10:30 h,,"VOLEIBOL JUVENIL FEMENÍ COPA CEEB 25-26, VOLEIBOL JUVENIL FEMENÍ GRUP 02 1a FASE CEEB",llucsegura@gmail.com
224008,"Escola Orlandai ""A""",VOLEIBOL JÚNIOR FEMENÍ 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,JÚNIOR,FEMENI,Divendres,19:30 h,,VOLEIBOL JUNIOR FEMENÍ GRUP 01 1a FASE CEEB,janavilacoma@gmail.com
224007,"Escola Orlandai ""A""",VOLEIBOL INFANTIL MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,INFANTIL,MIXT,Dissabte,09:00 h,,"VOLEIBOL INFANTIL MIXT COPA CEEB 25-26, VOLEIBOL INFANTIL MIXT GRUP 01 1a FASE CEEB",lluccarrasco@gmail.com
224006,"Escola Orlandai ""A""",VOLEIBOL INFANTIL FEMENÍ 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,INFANTIL,FEMENI,Dissabte,12:00 h,,VOLEIBOL INFANTIL FEMENÍ GRUP 01 1a FASE CEEB,lucaslugo436@gmail.com
224005,"Escola Orlandai ""B""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,CADET,FEMENI,Divendres,18:15 h,,VOLEIBOL CADET FEMENÍ GRUP 01 1a FASE CEEB,helenaberanuy99@gmail.com
224004,"Escola Orlandai ""A""",VOLEIBOL CADET FEMENÍ 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,CADET,FEMENI,Dissabte,13:15 h,,"VOLEIBOL CADET FEMENÍ COPA CEEB 25-26, VOLEIBOL CADET FEMENÍ GRUP 03 1a FASE CEEB",lucaslugo436@gmail.com
224003,"Escola Orlandai ""B""",VOLEIBOL BENJAMÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,10:15 h,,VOLEIBOL BENJAMÍ MIXT GRUP 02 1a FASE CEEB,jcarrasco.hernandez10@gmail.com
224002,"Escola Orlandai ""A""",VOLEIBOL BENJAMÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,BENJAMÍ,MIXT,Dissabte,09:00 h,,VOLEIBOL BENJAMÍ MIXT GRUP 01 1a FASE CEEB,elenaobiolsn@gmail.com
224001,"Escola Orlandai ""A""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,11:30 h,,"VOLEIBOL ALEVÍ MIXT COPA CEEB 25-26, VOLEIBOL ALEVÍ MIXT GRUP 01 1a FASE CEEB",helenaberanuy99@gmail.com
224000,"Escola Orlandai ""B""",VOLEIBOL ALEVÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,ALEVÍ,MIXT,Dissabte,12:45 h,,"VOLEIBOL ALEVÍ MIXT COPA CEEB 25-26, VOLEIBOL ALEVÍ MIXT GRUP 03 1a FASE CEEB",helenaberanuy99@gmail.com
223999,"Escola Orlandai ""A""",VOLEIBOL PREALEVÍ MIXT 2ª FASE CEEB,,Escola Orlandai,Genèrica,Facturada,,,2025-12-10,,0,Nivell A,Escola Orlandai,3,VOLEIBOL,PREALEVÍ,MIXT,Divendres,19:30 h,,VOLEIBOL PREALEVÍ MIXT GRUP 01 1a FASE CEEB,polcanosav@gmail.com
223998,"Escola El Carmel (Valors IPP) ""Groc""",FUTBOL 5 ALEVÍ MIXT 2ª FASE CEEB,,Escola El Carmel (Valors IPP),Genèrica,Tramitada,,2025-12-12,2025-12-10,,1,Nivell E,Escola Coves d'en Cimany,Fora,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,,,fgarcia@somvalors.com
